sector,price,area,noOfOpenSides,price_per_sqft,Maintenance_Staff,Water_Storage,Vaastu_Compliant,Rain_Water_Harvesting,Rating,Metro,Park,School,College,Hospital,Shrine,Mall,Airport,latitude,longitude
sector 12,0.15,903.84,1.0,0.0001659585767392,1.0,0.0,1.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4723,77.032
sector 12,0.15,903.84,1.0,0.0001659585767392,1.0,0.0,1.0,0.0,4.0,0,0,1,1,1,0,1,0,28.4723,77.032
sector 43,7.2,2431.76,2.0,0.0029608185018258,1.0,1.0,1.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 43,7.2,2431.76,2.0,0.0029608185018258,1.0,1.0,1.0,0.0,5.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 26,8.2,2700.76,1.0,0.0030361824079148,1.0,1.0,0.0,1.0,5.0,1,1,0,0,0,1,0,0,28.4757,77.1032
sector 28,8.2,2431.76,1.0,0.003372043293746,1.0,1.0,1.0,1.0,4.75,1,1,0,1,1,1,1,0,28.4728,77.0865
sector 56,4.49,2474.8,1.0,0.0018142880232746,1.0,1.0,1.0,0.0,4.5,1,1,1,1,1,1,0,0,28.4245,77.0991
sector 12,0.15,903.84,1.0,0.0001659585767392,0.0,1.0,0.0,0.0,4.0,0,0,1,1,1,0,1,0,28.4723,77.032
sector 67a,4.45,2969.76,1.0,0.0014984375841818,1.0,1.0,1.0,1.0,4.5,1,1,0,0,0,0,1,1,28.396,77.0372
sector 67a,2.58,1635.52,2.0,0.0015774799452162,1.0,1.0,1.0,1.0,4.5,1,1,0,0,0,0,1,1,28.396,77.0372
sector 43,9.75,3766.0,2.0,0.0025889537971322,0.0,0.0,1.0,0.0,4.25,1,1,0,1,1,0,0,0,28.4629,77.0772
sector 2,9.0,4680.599999999999,1.0,0.0019228304063581,0.0,0.0,1.0,1.0,4.75,1,1,1,1,1,1,1,0,28.5095,77.032
sector 83,1.86,1398.8,2.0,0.0013297111810122,1.0,1.0,0.0,0.0,4.75,0,0,0,0,0,0,0,0,28.3986,76.9647
sector 88a,2.0,1796.92,4.0,0.0011130156044787,1.0,1.0,1.0,1.0,4.0,1,1,0,0,0,0,0,0,28.4347,76.9557
sector 50,8.28,3238.76,3.0,0.0025565339821413,1.0,1.0,1.0,1.0,4.75,0,0,1,1,1,0,1,0,28.4178,77.0628
sector 66,7.6,2399.48,1.0,0.0031673529264674,0.0,1.0,1.0,0.0,3.75,1,1,1,1,1,0,0,1,28.3925,77.0541
sector 66,7.99,3152.68,2.0,0.0025343517261504,1.0,0.0,0.0,0.0,3.75,1,1,1,1,1,0,0,1,28.3925,77.0541
sector 60,5.1,2399.48,1.0,0.0021254605164452,1.0,0.0,0.0,0.0,4.375,1,1,1,1,1,0,1,1,28.4003,77.0975
sector 65,6.0,2399.48,2.0,0.0025005417840532,1.0,0.0,0.0,0.0,4.25,0,0,1,1,1,0,1,1,28.403,77.069
sector 60,4.44,2162.76,1.0,0.0020529323642012,1.0,1.0,0.0,0.0,4.375,0,0,1,0,0,0,0,0,28.4003,77.0975
sector 63,5.1,2399.48,1.0,0.0021254605164452,1.0,0.0,1.0,1.0,3.0,1,1,1,1,1,0,1,1,28.3971,77.0867
sector 73,2.34,1345.0,2.0,0.0017397769516728,1.0,0.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4072,77.0118
sector 39,4.65,3077.36,1.0,0.0015110354329685,1.0,0.0,0.0,0.0,4.25,0,0,1,0,0,1,1,0,28.4434,77.0515
sector 88,2.5,2162.76,2.0,0.0011559303852484,1.0,1.0,1.0,1.0,4.0,0,0,1,0,0,0,1,1,28.422,76.9571
sector 39,5.5,3324.84,1.0,0.0016542149396662,1.0,1.0,0.0,1.0,4.25,0,0,1,0,0,1,1,0,28.4434,77.0515
sector 95,1.3,150.64,1.0,0.0086298459904407,0.0,0.0,0.0,0.0,4.25,0,0,1,0,0,1,1,1,28.4172,76.9081
sector 88b,1.65,1603.24,2.0,0.0010291659389735,1.0,1.0,1.0,1.0,3.0,0,0,1,1,1,0,1,0,28.4446,76.9542
sector 45,6.29,3077.36,1.0,0.0020439597577144,1.0,0.0,0.0,1.0,4.25,1,1,1,1,1,0,0,0,28.4466,77.066
sector 45,4.69,2367.2,1.0,0.0019812436633997,1.0,0.0,0.0,1.0,4.25,1,1,1,1,1,0,0,0,28.4466,77.066
sector 45,8.25,4519.2,1.0,0.0018255443441317,1.0,1.0,1.0,1.0,4.25,1,1,1,1,1,0,0,0,28.4466,77.066
sector 26,17.5,5380.0,2.0,0.0032527881040892,1.0,1.0,1.0,1.0,5.0,1,1,0,0,0,1,0,0,28.4757,77.1032
sector 66,7.48,2399.48,2.0,0.0031173420907863,1.0,1.0,1.0,1.0,3.75,1,1,1,1,1,0,0,1,28.3925,77.0541
sector 108,2.5,182.92,2.0,0.0136671769079378,1.0,1.0,1.0,1.0,4.375,0,0,1,1,1,0,0,1,28.5134,76.983
sector 108,2.53,1624.76,2.0,0.0015571530564514,1.0,0.0,0.0,1.0,4.375,0,0,1,1,1,0,0,1,28.5134,76.983
sector 102,4.2,301.28,2.0,0.0139405204460966,1.0,1.0,1.0,1.0,4.125,1,1,1,0,0,0,1,1,28.475,76.9715
sector 65,11.15,4519.2,1.0,0.0024672508408567,1.0,1.0,1.0,1.0,4.25,0,0,1,1,1,0,1,1,28.403,77.069
sector 65,11.29,4519.2,1.0,0.0024982297751814,1.0,1.0,1.0,1.0,4.25,0,0,1,1,1,0,1,1,28.403,77.069
sector 28,9.2,3238.76,3.0,0.0028405933134903,0.0,0.0,0.0,0.0,4.75,1,1,0,1,1,1,1,0,28.4728,77.0865
sector 55,10.8,2162.76,3.0,0.0049936192642734,1.0,0.0,1.0,1.0,4.25,1,1,1,1,1,1,0,0,28.4281,77.11
sector 38,6.02,4519.2,1.0,0.0013320941759603,1.0,1.0,0.0,1.0,4.25,0,0,1,0,0,1,1,0,28.4347,77.043
sector 2,5.25,3238.76,1.0,0.0016209907495461,0.0,0.0,0.0,0.0,4.75,1,1,1,1,1,1,1,0,28.5095,77.032
sector 2,7.65,4680.599999999999,2.0,0.0016344058454044,0.0,0.0,0.0,0.0,4.75,1,1,1,1,1,1,1,0,28.5095,77.032
sector 40,5.85,2388.72,1.0,0.0024490103486386,1.0,1.0,1.0,1.0,4.0,1,1,1,1,1,0,0,0,28.4498,77.0567
sector 62,3.4,1646.28,2.0,0.0020652622883106,1.0,1.0,1.0,1.0,4.25,0,0,0,1,1,1,0,0,28.4139,77.0886
sector 45,11.0,4519.2,2.0,0.0024340591255089,1.0,1.0,1.0,1.0,4.5,1,1,1,1,1,0,0,0,28.4466,77.066
sector 57,12.5,7532.0,2.0,0.0016595857673924,1.0,1.0,0.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 24,5.35,1936.8,3.0,0.0027622883106154,1.0,0.0,0.0,0.0,4.5,1,1,0,0,0,1,0,0,28.4939,77.1038
sector 83,1.75,1366.52,2.0,0.0012806252378304,1.0,0.0,1.0,1.0,4.75,0,0,0,0,0,0,0,0,28.3986,76.9647
sector 83,3.75,2700.76,2.0,0.0013884980524,1.0,1.0,0.0,1.0,4.75,0,0,1,0,0,0,0,0,28.3986,76.9647
sector 73,2.36,1570.96,1.0,0.0015022661302642,0.0,1.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,28.4072,77.0118
sector 28,9.5,3217.24,2.0,0.0029528415660628,1.0,1.0,0.0,1.0,4.75,1,1,0,1,1,1,1,0,28.4728,77.0865
sector 83,1.74,1366.52,2.0,0.0012733073793285,0.0,0.0,0.0,1.0,4.75,0,0,0,0,0,0,0,0,28.3986,76.9647
sector 41,14.15,4519.2,1.0,0.0031310851478137,1.0,1.0,1.0,0.0,5.0,1,1,1,1,1,0,0,0,28.4557,77.0632
sector 41,14.0,4519.2,1.0,0.0030978934324659,1.0,1.0,1.0,1.0,5.0,1,1,1,1,1,0,0,0,28.4557,77.0632
sector 88b,4.0,494.96,2.0,0.0080814611281719,1.0,1.0,0.0,1.0,3.0,0,0,1,0,0,0,0,0,28.4446,76.9542
sector 88b,3.4,3593.84,2.0,0.0009460632638069,1.0,1.0,0.0,1.0,4.0,0,0,1,0,0,0,0,0,28.4446,76.9542
sector 88b,2.75,2431.76,2.0,0.0011308681777807,1.0,1.0,0.0,1.0,3.0,0,0,1,0,0,0,0,0,28.4446,76.9542
sector 88b,1.25,1172.84,2.0,0.0010657890249309,1.0,1.0,0.0,1.0,4.0,1,1,1,1,1,0,1,1,28.4446,76.9542
sector 88b,0.9,807.0,2.0,0.0011152416356877,1.0,1.0,0.0,1.0,3.0,0,0,1,1,1,0,1,0,28.4446,76.9542
sector 88a,1.94,1624.76,2.0,0.0011940225017848,1.0,1.0,0.0,1.0,4.0,0,0,1,1,1,0,1,1,28.4347,76.9557
sector 95,0.9,903.84,2.0,0.0009957514604354,1.0,1.0,1.0,1.0,4.25,0,0,0,0,0,0,0,0,28.4172,76.9081
sector 95,0.99,903.84,1.0,0.001095326606479,1.0,1.0,1.0,1.0,4.25,0,0,1,0,0,1,1,1,28.4172,76.9081
sector 88b,1.43,1345.0,3.0,0.0010631970260223,1.0,0.0,1.0,1.0,3.0,0,0,1,0,0,0,0,0,28.4446,76.9542
sector 78,2.05,182.92,1.0,0.011207085064509,1.0,1.0,1.0,1.0,4.25,0,0,0,0,0,0,0,0,28.3733,76.9729
sector 102,1.99,1269.68,1.0,0.0015673240501543,1.0,1.0,1.0,1.0,4.125,0,0,1,1,1,0,1,1,28.475,76.9715
sector 91,4.1,3152.68,2.0,0.001300480860728,1.0,1.0,1.0,1.0,3.875,0,0,1,1,1,0,1,1,28.4014,76.9225
sector 52,3.75,2367.2,2.0,0.0015841500506928,1.0,1.0,1.0,1.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 91,3.85,3152.68,2.0,0.0012211832472689,1.0,1.0,1.0,1.0,3.875,0,0,1,1,1,0,1,1,28.4014,76.9225
sector 43,7.5,301.28,1.0,0.0248937865108868,1.0,0.0,0.0,0.0,5.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 108,2.52,1624.76,1.0,0.0015509983012875,1.0,1.0,1.0,1.0,4.375,0,0,1,1,1,0,0,1,28.5134,76.983
sector 88b,1.86,182.92,1.0,0.0101683796195057,1.0,1.0,1.0,1.0,3.0,1,1,1,1,1,0,1,1,28.4446,76.9542
sector 57,5.0,2700.76,1.0,0.0018513307365334,1.0,1.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 92,5.0,4497.68,2.0,0.0011116842461002,0.0,1.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,28.4079,76.9153
sector 91,3.5,2517.84,2.0,0.0013900803863629,1.0,0.0,0.0,1.0,3.875,0,0,0,0,0,0,0,0,28.4014,76.9225
sector 38,4.79,3077.36,1.0,0.0015565289728858,0.0,0.0,0.0,0.0,4.25,0,0,1,0,0,1,1,0,28.4347,77.043
sector 2,6.18,4680.599999999999,2.0,0.0013203435456992,0.0,0.0,1.0,0.0,4.75,1,1,1,1,1,1,1,0,28.5095,77.032
sector 42,2.25,903.84,1.0,0.0024893786510886,1.0,1.0,1.0,0.0,3.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 46,1.95,903.84,1.0,0.0021574614976101,1.0,0.0,0.0,1.0,4.25,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 52,7.49,4519.2,1.0,0.0016573729863692,1.0,1.0,1.0,1.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 42,3.8,1452.6,1.0,0.0026159988985267,1.0,0.0,0.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 43,3.99,1452.6,1.0,0.0027467988434531,1.0,1.0,0.0,1.0,4.25,1,1,0,1,1,1,0,0,28.4629,77.0772
sector 88b,3.3,2700.76,2.0,0.001221878286112,1.0,1.0,1.0,1.0,4.0,0,0,1,0,0,0,0,0,28.4446,76.9542
sector 93,1.08,1258.92,3.0,0.0008578781812982,1.0,1.0,0.0,0.0,4.0,0,0,0,1,1,0,1,1,28.4153,76.9326
sector 47,21.28,9576.4,4.0,0.0022221294014452,0.0,0.0,0.0,0.0,4.75,0,0,1,1,1,0,1,0,28.4276,77.0492
sector 47,4.6,1796.92,2.0,0.0025599358903011,0.0,0.0,0.0,0.0,4.75,0,0,1,1,1,0,1,0,28.4276,77.0492
sector 47,4.25,1786.16,2.0,0.0023794061002373,0.0,0.0,0.0,0.0,4.75,0,0,1,1,1,0,1,0,28.4276,77.0492
sector 48,2.98,1732.36,2.0,0.0017201967258537,1.0,1.0,1.0,1.0,4.25,1,1,1,0,0,0,1,0,28.4177,77.0359
sector 46,6.5,4497.68,2.0,0.0014451895199302,1.0,1.0,0.0,0.0,4.25,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 46,5.8,3077.36,3.0,0.0018847323680037,1.0,1.0,0.0,0.0,4.25,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 51,6.75,4497.68,2.0,0.0015007737322352,1.0,1.0,0.0,0.0,4.5,0,0,1,1,1,1,0,0,28.432,77.0686
sector 51,4.75,2367.2,2.0,0.0020065900642108,1.0,1.0,0.0,0.0,4.5,0,0,1,1,1,1,0,0,28.432,77.0686
sector 51,2.7,1549.44,2.0,0.001742565055762,1.0,0.0,0.0,0.0,4.5,0,0,1,1,1,1,0,0,28.432,77.0686
sector 65,8.9,4497.68,2.0,0.0019787979580583,1.0,1.0,1.0,1.0,4.25,0,0,1,1,1,0,1,1,28.403,77.069
sector 46,2.7,1452.6,1.0,0.0018587360594795,1.0,0.0,1.0,0.0,4.25,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 2,5.0,3195.72,1.0,0.0015645926426595,1.0,1.0,0.0,1.0,4.75,1,1,1,1,1,1,1,0,28.5095,77.032
sector 2,5.0,3378.64,2.0,0.0014798853976748,0.0,1.0,1.0,1.0,4.75,1,1,1,1,1,1,1,0,28.5095,77.032
sector 2,4.75,3195.72,3.0,0.0014863630105265,0.0,1.0,0.0,1.0,4.75,1,1,1,1,1,1,1,0,28.5095,77.032
sector 2,7.0,4863.52,2.0,0.0014392867717208,0.0,1.0,1.0,1.0,4.75,1,1,1,1,1,1,1,0,28.5095,77.032
sector 102,3.88,2248.84,1.0,0.0017253339499475,0.0,0.0,0.0,0.0,4.125,1,1,1,0,0,0,1,1,28.475,76.9715
sector 63a,5.62,3077.36,1.0,0.0018262406738243,1.0,1.0,0.0,0.0,4.25,1,1,1,1,1,0,1,1,28.3923,77.0888
sector 26,9.75,4497.68,1.0,0.0021677842798954,1.0,0.0,1.0,1.0,3.0,1,1,0,0,0,1,0,0,28.4757,77.1032
sector 57,2.35,1506.4,2.0,0.0015600106213489,1.0,0.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 40,8.13,4519.2,1.0,0.0017989909718534,1.0,1.0,0.0,1.0,4.0,1,1,1,1,1,0,0,0,28.4498,77.0567
sector 39,5.4,3077.36,1.0,0.0017547508253827,1.0,1.0,0.0,1.0,4.25,0,0,1,0,0,1,1,0,28.4434,77.0515
sector 108,2.6,1936.8,2.0,0.0013424204874019,1.0,0.0,0.0,0.0,4.375,0,0,1,1,1,0,0,1,28.5134,76.983
sector 99a,1.5,1614.0,1.0,0.0009293680297397,0.0,0.0,1.0,0.0,3.25,0,0,1,1,1,0,1,1,28.4561,76.9542
sector 102,2.31,1398.8,1.0,0.0016514154989991,1.0,1.0,0.0,1.0,4.125,0,0,1,1,1,0,1,1,28.475,76.9715
sector 2,8.7,7198.44,2.0,0.0012085951956257,0.0,0.0,1.0,1.0,4.75,1,1,1,1,1,1,1,0,28.5095,77.032
sector 26,10.25,3615.36,2.0,0.0028351256859621,1.0,1.0,1.0,1.0,5.0,1,1,0,0,0,1,0,0,28.4757,77.1032
sector 2,4.55,2431.76,1.0,0.0018710728032371,0.0,0.0,1.0,0.0,4.75,1,1,1,1,1,1,1,0,28.5095,77.032
sector 102,3.15,2022.88,1.0,0.0015571857945107,1.0,1.0,1.0,1.0,4.125,1,1,1,0,0,0,1,1,28.475,76.9715
sector 102,2.7,1624.76,2.0,0.0016617838942366,1.0,1.0,1.0,1.0,4.125,1,1,1,0,0,0,1,1,28.475,76.9715
sector 67,6.5,4497.68,1.0,0.0014451895199302,0.0,0.0,1.0,0.0,4.125,1,1,0,0,0,0,0,0,28.3859,77.0608
sector 102,4.55,2926.72,3.0,0.0015546413732779,1.0,1.0,1.0,1.0,4.125,1,1,1,0,0,0,1,1,28.475,76.9715
sector 50,4.72,2431.76,1.0,0.0019409810178636,1.0,1.0,1.0,1.0,4.75,0,0,1,1,1,0,1,0,28.4178,77.0628
sector 41,4.1,1624.76,1.0,0.0025234496171742,1.0,0.0,1.0,1.0,5.0,1,1,1,1,1,0,0,0,28.4557,77.0632
sector 25,3.85,1345.0,1.0,0.0028624535315985,1.0,1.0,1.0,0.0,5.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 38,2.4,1452.6,1.0,0.0016522098306484,1.0,1.0,0.0,0.0,4.25,0,0,1,0,0,1,1,0,28.4347,77.043
sector 112,1.72,129.12,1.0,0.0133209417596034,1.0,1.0,1.0,1.0,4.0,1,1,1,1,1,0,1,1,28.5189,77.0183
sector 83,3.23,3152.68,2.0,0.0010245251658906,1.0,1.0,0.0,1.0,4.75,0,0,1,0,0,0,0,0,28.3986,76.9647
sector 88a,2.38,1786.16,2.0,0.0013324674161329,1.0,1.0,1.0,1.0,4.0,1,1,0,0,0,0,0,0,28.4347,76.9557
sector 88a,2.28,1796.92,2.0,0.0012688377891058,1.0,1.0,1.0,1.0,3.0,0,0,1,1,1,0,1,1,28.4347,76.9557
sector 88a,2.2,1796.92,4.0,0.0012243171649266,1.0,1.0,1.0,1.0,4.0,1,1,0,0,0,0,0,0,28.4347,76.9557
sector 26,7.0,2431.76,1.0,0.0028785735434417,0.0,0.0,1.0,1.0,3.0,1,1,0,0,0,1,1,0,28.4757,77.1032
sector 82a,2.38,1786.16,2.0,0.0013324674161329,1.0,1.0,1.0,1.0,5.0,0,0,0,0,0,0,0,0,28.3858,76.9686
sector 82,2.2,1796.92,2.0,0.0012243171649266,0.0,1.0,0.0,0.0,4.0,0,0,1,0,0,0,1,1,28.3935,76.96
sector 99,3.31,2291.88,2.0,0.0014442291917552,1.0,1.0,0.0,1.0,4.375,0,0,1,1,1,0,1,1,28.464,76.9614
sector 108,2.4,204.44,2.0,0.0117393856388182,1.0,1.0,1.0,1.0,4.375,0,0,1,1,1,0,1,0,28.5134,76.983
sector 102,2.6,1796.92,2.0,0.0014469202858224,1.0,1.0,0.0,1.0,4.125,1,1,1,0,0,0,1,1,28.475,76.9715
sector 82,3.16,3152.68,1.0,0.001002321834122,0.0,0.0,1.0,1.0,4.0,0,0,1,0,0,0,1,1,28.3935,76.96
sector 99,4.35,2700.76,2.0,0.001610657740784,1.0,1.0,1.0,1.0,4.375,1,1,1,1,1,0,1,1,28.464,76.9614
sector 102,3.75,2248.84,2.0,0.0016675263691503,1.0,1.0,1.0,1.0,4.125,0,0,1,1,1,0,1,0,28.475,76.9715
sector 62,3.43,1624.76,2.0,0.0021110810211969,1.0,0.0,1.0,0.0,4.25,0,0,0,1,1,1,0,0,28.4139,77.0886
sector 88a,2.79,2431.76,2.0,0.0011473171694575,1.0,1.0,1.0,1.0,3.0,0,0,1,1,1,0,1,1,28.4347,76.9557
sector 40,1.8,903.84,1.0,0.0019915029208709,1.0,1.0,0.0,1.0,4.0,1,1,1,1,1,0,0,0,28.4498,77.0567
sector 33,2.2,3593.84,3.0,0.0006121585824633,1.0,1.0,1.0,1.0,3.0,1,1,1,0,0,0,1,1,28.442,77.0207
sector 43,6.87,2700.76,1.0,0.0025437284319969,1.0,1.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 43,5.57,1936.8,1.0,0.0028758777364725,1.0,1.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 57,3.8,204.44,1.0,0.0185873605947955,0.0,1.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 57,5.47,3077.36,1.0,0.0017774975953414,0.0,1.0,0.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 88a,1.72,172.16,2.0,0.0099907063197026,1.0,1.0,1.0,1.0,4.0,1,1,1,1,1,0,0,1,28.4347,76.9557
sector 88a,1.47,1334.24,2.0,0.0011017508094495,1.0,1.0,1.0,1.0,3.0,1,1,1,1,1,0,0,1,28.4347,76.9557
sector 51,1.6,989.92,2.0,0.0016162922256343,0.0,0.0,0.0,0.0,4.5,0,0,1,1,1,1,0,0,28.432,77.0686
sector 52,2.19,1452.6,1.0,0.0015076414704667,0.0,0.0,0.0,0.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 82a,2.55,2700.76,1.0,0.000944178675632,1.0,1.0,1.0,1.0,5.0,0,0,0,0,0,0,0,0,28.3858,76.9686
sector 83,1.73,1345.0,2.0,0.0012862453531598,1.0,1.0,1.0,1.0,4.75,0,0,0,0,0,0,0,0,28.3986,76.9647
sector 83,1.63,1345.0,1.0,0.0012118959107806,1.0,1.0,1.0,1.0,4.75,0,0,0,0,0,0,0,0,28.3986,76.9647
sector 95,2.9,3852.08,2.0,0.0007528400240908,1.0,1.0,1.0,1.0,4.25,0,0,0,0,0,0,0,0,28.4172,76.9081
sector 41,5.66,2539.36,1.0,0.002228908071325,1.0,0.0,0.0,0.0,5.0,1,1,1,1,1,0,0,0,28.4557,77.0632
sector 43,7.15,2700.76,1.0,0.0026474029532427,1.0,0.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 43,7.1,2700.76,2.0,0.0026288896458774,1.0,0.0,0.0,1.0,4.25,1,1,0,1,1,0,0,0,28.4629,77.0772
sector 25,8.4,2700.76,2.0,0.0031102356373761,1.0,1.0,1.0,1.0,5.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 28,9.15,3238.76,1.0,0.0028251553063518,1.0,1.0,1.0,1.0,4.75,1,1,0,1,1,1,1,0,28.4728,77.0865
sector 25,6.65,2248.84,1.0,0.0029570800946265,1.0,1.0,1.0,1.0,5.0,1,1,0,0,0,1,0,0,28.4844,77.086
sector 43,7.9,2700.76,2.0,0.0029251025637228,1.0,1.0,1.0,1.0,5.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 43,3.1,150.64,2.0,0.0205788635156664,0.0,0.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 41,28.0,9016.88,1.0,0.0031052869728775,1.0,1.0,1.0,1.0,5.0,1,1,1,1,1,0,0,0,28.4557,77.0632
sector 67a,0.28,1441.84,2.0,0.0001941963047217,1.0,1.0,0.0,1.0,4.5,0,0,0,0,0,1,0,0,28.396,77.0372
sector 12,0.2,1076.0,2.0,0.0001858736059479,1.0,1.0,1.0,1.0,4.0,0,0,1,1,1,0,1,0,28.4723,77.032
badshahpur,0.32,903.84,2.0,0.0003540449637103,1.0,1.0,0.0,1.0,4.25,0,0,0,0,0,1,1,0,77.0466318,28.3933996
sector 50,6.6,2162.76,2.0,0.0030516562170559,1.0,0.0,0.0,0.0,5.0,0,0,1,1,1,1,1,0,28.4178,77.0628
sector 102,2.63,2776.08,3.0,0.000947379038068,1.0,1.0,1.0,1.0,4.125,1,1,1,0,0,0,1,1,28.475,76.9715
sector 46,2.8,1452.6,1.0,0.0019275781357565,1.0,0.0,0.0,1.0,4.25,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 47,4.15,1936.8,1.0,0.0021427096241222,1.0,0.0,0.0,1.0,4.875,0,0,1,1,1,0,1,0,28.4276,77.0492
sector 46,7.4,4519.2,1.0,0.0016374579571605,1.0,1.0,0.0,1.0,4.25,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 43,4.9,215.2,2.0,0.0227695167286245,1.0,0.0,0.0,0.0,4.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 40,1.05,538.0,1.0,0.0019516728624535,1.0,0.0,0.0,1.0,4.0,1,1,1,1,1,0,0,0,28.4498,77.0567
sector 51,5.0,1839.96,1.0,0.002717450379356,0.0,0.0,0.0,1.0,4.5,0,0,1,1,1,1,0,0,28.432,77.0686
sector 9,3.9,2367.2,1.0,0.0016475160527205,1.0,1.0,1.0,1.0,4.0,1,1,1,0,0,0,0,0,28.4603,77.0
sector 88a,2.5,2248.84,4.0,0.0011116842461002,1.0,1.0,1.0,1.0,3.0,1,1,0,0,0,0,0,0,28.4347,76.9557
sector 99a,1.55,1398.8,1.0,0.0011080926508435,1.0,1.0,1.0,1.0,3.25,1,1,1,1,1,0,1,1,28.4561,76.9542
sector 42,2.99,1463.36,2.0,0.0020432429477367,1.0,1.0,1.0,1.0,3.0,1,1,1,1,1,1,0,0,28.4576,77.102
sector 65,9.6,3593.84,2.0,0.002671237450749,1.0,1.0,1.0,1.0,4.25,0,0,1,1,1,0,1,1,28.403,77.069
sector 65,8.4,3152.68,2.0,0.0026643998122232,1.0,1.0,1.0,1.0,4.25,0,0,1,1,1,0,1,1,28.403,77.069
sector 66,8.01,2399.48,2.0,0.003338223281711,1.0,1.0,1.0,1.0,3.75,1,1,1,1,1,0,0,1,28.3925,77.0541
sector 45,5.95,3152.68,2.0,0.0018872832003248,1.0,1.0,1.0,1.0,4.25,1,1,1,1,1,0,0,0,28.4466,77.066
sector 73,9.95,4842.0,2.0,0.002054935976869,1.0,1.0,1.0,1.0,4.0,1,1,1,1,1,0,1,1,28.4072,77.0118
sector 55,3.3,1624.76,2.0,0.002031069204067,1.0,1.0,1.0,1.0,4.25,1,1,0,0,0,1,1,0,28.4281,77.11
sector 95,1.2,1345.0,2.0,0.0008921933085501,1.0,1.0,0.0,1.0,4.25,0,0,1,0,0,0,0,1,28.4172,76.9081
sector 65,3.33,1635.52,2.0,0.0020360496967325,1.0,1.0,1.0,1.0,4.25,0,0,1,1,1,0,1,1,28.403,77.069
sector 47,8.26,3228.0,2.0,0.0025588599752168,1.0,1.0,1.0,1.0,4.75,0,0,1,1,1,0,1,0,28.4276,77.0492
sector 78,1.5,1032.96,3.0,0.0014521375464684,1.0,1.0,1.0,1.0,4.25,0,0,1,1,1,0,0,1,28.3733,76.9729
sector 23,7.5,4497.68,3.0,0.0016675263691503,1.0,1.0,1.0,1.0,5.0,1,1,1,1,1,1,1,0,28.5121,77.0478
sector 33,4.47,2711.52,1.0,0.0016485218622765,1.0,1.0,1.0,1.0,4.0,1,1,1,0,0,0,1,1,28.442,77.0207
sector 57,3.6,1775.4,3.0,0.0020277120648867,1.0,1.0,1.0,1.0,4.0,1,1,1,1,1,1,0,0,28.4232,77.0752
sector 88b,1.32,1076.0,2.0,0.0012267657992565,1.0,1.0,0.0,0.0,4.0,0,0,1,0,0,0,0,0,28.4446,76.9542
sector 46,4.48,2367.2,1.0,0.001892531260561,1.0,1.0,1.0,1.0,4.25,0,0,1,1,1,0,1,0,28.4374,77.0586
sector 43,6.75,2248.84,2.0,0.0030015474644705,0.0,0.0,0.0,0.0,4.25,1,1,0,1,1,1,0,0,28.4629,77.0772
sector 33,2.79,1667.8,2.0,0.0016728624535315,1.0,1.0,1.0,1.0,4.0,0,0,1,1,1,0,0,1,28.442,77.0207
sector 33,3.6,2248.84,2.0,0.0016008253143843,1.0,0.0,0.0,0.0,3.0,0,0,1,1,1,0,0,1,28.442,77.0207
sector 33,3.63,2248.84,2.0,0.0016141655253375,1.0,1.0,1.0,1.0,4.0,0,0,1,1,1,0,0,1,28.442,77.0207
